#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|


#FORMAT=WebAnno TSV 3.2			_	
#T_SP=webanno.custom.Typ|Name			_	
#T_SP=webanno.custom.Verortung|			_	
			_	
			_	
#Text=Viele fahren auf den Bürgersteigen				
1-1	0-5	Viele	_	_
1-2	6-12	fahren	_	_
1-3	13-16	auf	_	_
1-4	17-20	den	_	_
1-5	21-34	Bürgersteigen	_	_
			_	
#Text=In der Hospeltstraße sollen mehrere heftige Bremsschwellen den Verkehr beruhigen.				
2-1	37-39	In	_	*[6]
2-2	40-43	der	_	*[6]
2-3	44-57	Hospeltstraße	_	*[6]
2-4	58-64	sollen	_	_
2-5	65-72	mehrere	_	_
2-6	73-80	heftige	_	_
2-7	81-95	Bremsschwellen	_	_
2-8	96-99	den	_	_
2-9	100-107	Verkehr	_	_
2-10	108-117	beruhigen	_	_
2-11	117-118	.	_	_
			_	
#Text=Viele der zahlreichen Fahrradfahrer weichen auf die Bürgersteige aus, um diese Hindernisse zu umfahren.				
3-1	119-124	Viele	_	_
3-2	125-128	der	_	_
3-3	129-140	zahlreichen	_	_
3-4	141-154	Fahrradfahrer	_	_
3-5	155-162	weichen	_	_
3-6	163-166	auf	_	_
3-7	167-170	die	_	_
3-8	171-183	Bürgersteige	_	_
3-9	184-187	aus	_	_
3-10	187-188	,	_	_
3-11	189-191	um	_	_
3-12	192-197	diese	_	_
3-13	198-209	Hindernisse	_	_
3-14	210-212	zu	_	_
3-15	213-221	umfahren	_	_
3-16	221-222	.	_	_
			_	
#Text=Dadurch kommt es immer wieder zu gefährlichen Situationen auf den Bürgersteigen.				
4-1	223-230	Dadurch	_	_
4-2	231-236	kommt	_	_
4-3	237-239	es	_	_
4-4	240-245	immer	_	_
4-5	246-252	wieder	_	_
4-6	253-255	zu	_	_
4-7	256-268	gefährlichen	_	_
4-8	269-280	Situationen	_	_
4-9	281-284	auf	_	_
4-10	285-288	den	_	_
4-11	289-302	Bürgersteigen	_	_
4-12	302-303	.	_	_
			_	
#Text=Diese Bremsschwellen sollten entweder ganz entfernt oder so umgebaut werden, dass sie für Radfahrer durchlässig sind.				
5-1	304-309	Diese	_	_
5-2	310-324	Bremsschwellen	_	_
5-3	325-332	sollten	_	_
5-4	333-341	entweder	_	_
5-5	342-346	ganz	_	_
5-6	347-355	entfernt	_	_
5-7	356-360	oder	_	_
5-8	361-363	so	_	_
5-9	364-372	umgebaut	_	_
5-10	373-379	werden	_	_
5-11	379-380	,	_	_
5-12	381-385	dass	_	_
5-13	386-389	sie	_	_
5-14	390-393	für	_	_
5-15	394-403	Radfahrer	_	_
5-16	404-415	durchlässig	_	_
5-17	416-420	sind	_	_
5-18	420-421	.	_	_
