#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|




#Text=Fehlende Radverkehrsführung
1-1	0-8	Fehlende	_	
1-2	9-27	Radverkehrsführung	_	

#Text=Auch hier fehlt eine ordentliche Radverkehrsführung.
2-1	30-34	Auch	_	
2-2	35-39	hier	_	
2-3	40-45	fehlt	_	
2-4	46-50	eine	_	
2-5	51-62	ordentliche	_	
2-6	63-81	Radverkehrsführung	_	
2-7	81-82	.	_	

#Text=Durch die erhebliche Breite der Straße ab Vitalsstr. Richtung Vogelsang wird hier häufig auch zu schnell gefahren.
3-1	83-88	Durch	_	
3-2	89-92	die	_	
3-3	93-103	erhebliche	_	
3-4	104-110	Breite	_	
3-5	111-114	der	_	
3-6	115-121	Straße	_	
3-7	122-124	ab	*[5]	
3-8	125-134	Vitalsstr	*[5]	
3-9	134-135	.	*[5]	
3-10	136-144	Richtung	*[5]	
3-11	145-154	Vogelsang	*[5]	
3-12	155-159	wird	_	
3-13	160-164	hier	_	
3-14	165-171	häufig	_	
3-15	172-176	auch	_	
3-16	177-179	zu	_	
3-17	180-187	schnell	_	
3-18	188-196	gefahren	_	
3-19	196-197	.	_	

#Text=Zum Ende, der scharfen Biegung nach Rechts hingegen wird die Straße dann sehr schmal und man ist völlig ungeschützt.
4-1	198-201	Zum	_	
4-2	202-206	Ende	_	
4-3	206-207	,	_	
4-4	208-211	der	_	
4-5	212-220	scharfen	_	
4-6	221-228	Biegung	_	
4-7	229-233	nach	_	
4-8	234-240	Rechts	_	
4-9	241-249	hingegen	_	
4-10	250-254	wird	_	
4-11	255-258	die	_	
4-12	259-265	Straße	_	
4-13	266-270	dann	_	
4-14	271-275	sehr	_	
4-15	276-282	schmal	_	
4-16	283-286	und	_	
4-17	287-290	man	_	
4-18	291-294	ist	_	
4-19	295-301	völlig	_	
4-20	302-313	ungeschützt	_	
4-21	313-314	.	_	
