#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|




#Text=Bordsteinabsenkung in Verlängerung der Bartolomäus Schink Str.
1-1	0-18	Bordsteinabsenkung	_	
1-2	19-21	in	_	
1-3	22-34	Verlängerung	_	
1-4	35-38	der	_	
1-5	39-50	Bartolomäus	*[4]	
1-6	51-57	Schink	*[4]	
1-7	58-61	Str	*[4]	
1-8	61-62	.	*[4]	

#Text=Wenn man von der Bartholomäus Schink Str kommend durch die Unterführung des Bahnhofs Ehrenfeld Richtung Glasstraße fahren will, muss an nach der Querung des Gürtels entweder absteigen um den hohen Bordstein zu überwinden oder man fährt einen Schwenk in Richtug Hüttenstraße um dann wieder rechts in die Unterführung zu fahren.
2-1	65-69	Wenn	_	
2-2	70-73	man	_	
2-3	74-77	von	*[5]	
2-4	78-81	der	*[5]	
2-5	82-94	Bartholomäus	*[5]	
2-6	95-101	Schink	*[5]	
2-7	102-105	Str	*[5]	
2-8	106-113	kommend	*[5]	
2-9	114-119	durch	*[5]	
2-10	120-123	die	*[5]	
2-11	124-136	Unterführung	*[5]	
2-12	137-140	des	*[5]	
2-13	141-149	Bahnhofs	*[5]	
2-14	150-159	Ehrenfeld	*[5]	
2-15	160-168	Richtung	*[5]	
2-16	169-179	Glasstraße	*[5]	
2-17	180-186	fahren	_	
2-18	187-191	will	_	
2-19	191-192	,	_	
2-20	193-197	muss	_	
2-21	198-200	an	_	
2-22	201-205	nach	_	
2-23	206-209	der	_	
2-24	210-217	Querung	_	
2-25	218-221	des	_	
2-26	222-229	Gürtels	_	
2-27	230-238	entweder	_	
2-28	239-248	absteigen	_	
2-29	249-251	um	_	
2-30	252-255	den	_	
2-31	256-261	hohen	_	
2-32	262-271	Bordstein	_	
2-33	272-274	zu	_	
2-34	275-285	überwinden	_	
2-35	286-290	oder	_	
2-36	291-294	man	_	
2-37	295-300	fährt	_	
2-38	301-306	einen	_	
2-39	307-314	Schwenk	_	
2-40	315-317	in	*[6]	
2-41	318-325	Richtug	*[6]	
2-42	326-338	Hüttenstraße	*[6]	
2-43	339-341	um	_	
2-44	342-346	dann	_	
2-45	347-353	wieder	_	
2-46	354-360	rechts	_	
2-47	361-363	in	_	
2-48	364-367	die	_	
2-49	368-380	Unterführung	_	
2-50	381-383	zu	_	
2-51	384-390	fahren	_	
2-52	390-391	.	_	

#Text=Eine Bordsteinabsenkung in direkter Verlängerung der Bartholomäus Schink Straße wäre hier wünschenswert.
3-1	392-396	Eine	_	
3-2	397-415	Bordsteinabsenkung	_	
3-3	416-418	in	_	
3-4	419-427	direkter	_	
3-5	428-440	Verlängerung	_	
3-6	441-444	der	_	
3-7	445-457	Bartholomäus	*[7]	
3-8	458-464	Schink	*[7]	
3-9	465-471	Straße	*[7]	
3-10	472-476	wäre	_	
3-11	477-481	hier	_	
3-12	482-495	wünschenswert	_	
3-13	495-496	.	_	
