#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|




#Text=Regelmäßig Glasscherben auf dem Radweg
1-1	0-10	Regelmäßig	_	
1-2	11-23	Glasscherben	_	
1-3	24-27	auf	_	
1-4	28-31	dem	_	
1-5	32-38	Radweg	_	

#Text=Am S-Bahnhof Technologiepark, der Vitalisstraße sowie dem Girlitzweg liegen nach jedem Wochenende sehr große Mengen von Scherben und anderer Müll auf dem Radweg, der von den Besuchern der Halle, Tor 2, zurückgelassen wird.
2-1	41-43	Am	*[5]	
2-2	44-53	S-Bahnhof	*[5]	
2-3	54-69	Technologiepark	*[5]	
2-4	69-70	,	*[5]	
2-5	71-74	der	*[5]	
2-6	75-88	Vitalisstraße	*[5]	
2-7	89-94	sowie	*[5]	
2-8	95-98	dem	*[5]	
2-9	99-109	Girlitzweg	*[5]	
2-10	110-116	liegen	_	
2-11	117-121	nach	_	
2-12	122-127	jedem	_	
2-13	128-138	Wochenende	_	
2-14	139-143	sehr	_	
2-15	144-149	große	_	
2-16	150-156	Mengen	_	
2-17	157-160	von	_	
2-18	161-169	Scherben	_	
2-19	170-173	und	_	
2-20	174-181	anderer	_	
2-21	182-186	Müll	_	
2-22	187-190	auf	_	
2-23	191-194	dem	_	
2-24	195-201	Radweg	_	
2-25	201-202	,	_	
2-26	203-206	der	_	
2-27	207-210	von	_	
2-28	211-214	den	_	
2-29	215-224	Besuchern	_	
2-30	225-228	der	_	
2-31	229-234	Halle	_	
2-32	234-235	,	_	
2-33	236-239	Tor	_	
2-34	240-241	2	_	
2-35	241-242	,	_	
2-36	243-257	zurückgelassen	_	
2-37	258-262	wird	_	
2-38	262-263	.	_	

#Text=Auf die Betreiber der Halle muss eingewirkt werden, dass keine Flaschen mehr mitgebracht werden.
3-1	264-267	Auf	_	
3-2	268-271	die	_	
3-3	272-281	Betreiber	_	
3-4	282-285	der	_	
3-5	286-291	Halle	_	
3-6	292-296	muss	_	
3-7	297-307	eingewirkt	_	
3-8	308-314	werden	_	
3-9	314-315	,	_	
3-10	316-320	dass	_	
3-11	321-326	keine	_	
3-12	327-335	Flaschen	_	
3-13	336-340	mehr	_	
3-14	341-352	mitgebracht	_	
3-15	353-359	werden	_	
3-16	359-360	.	_	

#Text=Ansonsten hilft nur Präsenz durch das Ordnungsamt und ein Flaschenverbot.
4-1	361-370	Ansonsten	_	
4-2	371-376	hilft	_	
4-3	377-380	nur	_	
4-4	381-388	Präsenz	_	
4-5	389-394	durch	_	
4-6	395-398	das	_	
4-7	399-410	Ordnungsamt	_	
4-8	411-414	und	_	
4-9	415-418	ein	_	
4-10	419-433	Flaschenverbot	_	
4-11	433-434	.	_	
