#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|




#Text=Zu/Abfahrt Mittelallee
1-1	0-2	Zu	_	
1-2	2-3	/	_	
1-3	3-10	Abfahrt	_	
1-4	11-22	Mittelallee	_	

#Text=Die aktuellen Zu und Abfahrten sind sehr gefährlich und für unsichere Radler schwer zu bewältigen; unter anderem fehlen Sichtbeziehungen zum KFZ Verkehr.
2-1	25-28	Die	_	
2-2	29-38	aktuellen	_	
2-3	39-41	Zu	_	
2-4	42-45	und	_	
2-5	46-55	Abfahrten	_	
2-6	56-60	sind	_	
2-7	61-65	sehr	_	
2-8	66-76	gefährlich	_	
2-9	77-80	und	_	
2-10	81-84	für	_	
2-11	85-94	unsichere	_	
2-12	95-101	Radler	_	
2-13	102-108	schwer	_	
2-14	109-111	zu	_	
2-15	112-122	bewältigen	_	
2-16	122-123	;	_	
2-17	124-129	unter	_	
2-18	130-137	anderem	_	
2-19	138-144	fehlen	_	
2-20	145-161	Sichtbeziehungen	_	
2-21	162-165	zum	_	
2-22	166-169	KFZ	_	
2-23	170-177	Verkehr	_	
2-24	177-178	.	_	

#Text=Der Platz ist hier vorhanden, um den Radverkehr geradeaus in die Vogelsanger Str. weiter zu führen, statt im 90 Grad Winkel über die Wilhelm Mauser Str. Tempo 30 sollte schon VOR der Eisenbahnbrücke gelten (und auf der Vogelsanger Str. ab der gefährlichen engen 90 Grad Kurve an den Schrottplätzen) gelten und Verstöße geahndet werden.
3-1	179-182	Der	_	
3-2	183-188	Platz	_	
3-3	189-192	ist	_	
3-4	193-197	hier	_	
3-5	198-207	vorhanden	_	
3-6	207-208	,	_	
3-7	209-211	um	_	
3-8	212-215	den	_	
3-9	216-226	Radverkehr	_	
3-10	227-236	geradeaus	*[4]	
3-11	237-239	in	*[4]	
3-12	240-243	die	*[4]	
3-13	244-255	Vogelsanger	*[4]	
3-14	256-259	Str	*[4]	
3-15	259-260	.	_	
3-16	261-267	weiter	_	
3-17	268-270	zu	_	
3-18	271-277	führen	_	
3-19	277-278	,	_	
3-20	279-284	statt	_	
3-21	285-287	im	_	
3-22	288-290	90	_	
3-23	291-295	Grad	_	
3-24	296-302	Winkel	_	
3-25	303-307	über	*[5]	
3-26	308-311	die	*[5]	
3-27	312-319	Wilhelm	*[5]	
3-28	320-326	Mauser	*[5]	
3-29	327-330	Str	*[5]	
3-30	330-331	.	_	
3-31	332-337	Tempo	_	
3-32	338-340	30	_	
3-33	341-347	sollte	_	
3-34	348-353	schon	_	
3-35	354-357	VOR	_	
3-36	358-361	der	_	
3-37	362-377	Eisenbahnbrücke	_	
3-38	378-384	gelten	_	
3-39	385-386	(	_	
3-40	386-389	und	_	
3-41	390-393	auf	_	
3-42	394-397	der	_	
3-43	398-409	Vogelsanger	_	
3-44	410-413	Str	_	
3-45	413-414	.	_	
3-46	415-417	ab	_	
3-47	418-421	der	_	
3-48	422-434	gefährlichen	_	
3-49	435-440	engen	_	
3-50	441-443	90	_	
3-51	444-448	Grad	_	
3-52	449-454	Kurve	_	
3-53	455-457	an	_	
3-54	458-461	den	_	
3-55	462-476	Schrottplätzen	_	
3-56	476-477	)	_	
3-57	478-484	gelten	_	
3-58	485-488	und	_	
3-59	489-497	Verstöße	_	
3-60	498-506	geahndet	_	
3-61	507-513	werden	_	
3-62	513-514	.	_	
