#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|


#FORMAT=WebAnno TSV 3.2			_	
#T_SP=webanno.custom.Typ|Name			_	
#T_SP=webanno.custom.Verortung|			_	
			_	
			_	
#Text=Bordstein absenken				
1-1	0-9	Bordstein	_	_
1-2	10-18	absenken	_	_
			_	
#Text=Es wäre schön, wenn hier der Bordstein abgesenkt werden könnte, so dass man problemlos den Weg durch den Dottendorfer Park nehmen kann.				
2-1	21-23	Es	_	_
2-2	24-28	wäre	_	_
2-3	29-34	schön	_	_
2-4	34-35	,	_	_
2-5	36-40	wenn	_	_
2-6	41-45	hier	_	_
2-7	46-49	der	_	_
2-8	50-59	Bordstein	_	_
2-9	60-69	abgesenkt	_	_
2-10	70-76	werden	_	_
2-11	77-83	könnte	_	_
2-12	83-84	,	_	_
2-13	85-87	so	_	_
2-14	88-92	dass	_	_
2-15	93-96	man	_	_
2-16	97-107	problemlos	_	_
2-17	108-111	den	_	_
2-18	112-115	Weg	_	_
2-19	116-121	durch	_	*[3]
2-20	122-125	den	_	*[3]
2-21	126-138	Dottendorfer	_	*[3]
2-22	139-143	Park	_	*[3]
2-23	144-150	nehmen	_	_
2-24	151-155	kann	_	_
2-25	155-156	.	_	_
