#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|


#FORMAT=WebAnno TSV 3.2			_	
#T_SP=webanno.custom.Typ|Name			_	
#T_SP=webanno.custom.Verortung|			_	
			_	
			_	
#Text=Gefahrenstelle im Kurvenbereich des Florentiusgrabens durch Konvexspiegel und Bodenschwelle entschärfen				
1-1	0-14	Gefahrenstelle	_	_
1-2	15-17	im	_	*[5]
1-3	18-31	Kurvenbereich	_	*[5]
1-4	32-35	des	_	*[5]
1-5	36-53	Florentiusgrabens	_	*[5]
1-6	54-59	durch	_	_
1-7	60-73	Konvexspiegel	_	_
1-8	74-77	und	_	_
1-9	78-91	Bodenschwelle	_	_
1-10	92-103	entschärfen	_	_
			_	
#Text=Im Florentiusgraben, der aktuell eigentlich einzigen legalen Radstrecke von Bertha-von-Suttner Platz/Kennedybrücke zur Hbf-Vorderseiten-Nähe und zurück, gibt es nach der starken Gefällestrecke aus Richtung Stadthaus eine stärkere Kurve, siehe https://goo.gl/zozYXt (Google-Maps-Satellitenbild von oben)				
2-1	106-108	Im	_	*[6]
2-2	109-125	Florentiusgraben	_	*[6]
2-3	125-126	,	_	_
2-4	127-130	der	_	_
2-5	131-138	aktuell	_	_
2-6	139-149	eigentlich	_	_
2-7	150-158	einzigen	_	_
2-8	159-166	legalen	_	_
2-9	167-177	Radstrecke	_	_
2-10	178-181	von	_	*[7]
2-11	182-200	Bertha-von-Suttner	_	*[7]
2-12	201-206	Platz	_	*[7]
2-13	206-207	/	_	*[7]
2-14	207-220	Kennedybrücke	_	*[7]
2-15	221-224	zur	_	*[7]
2-16	225-246	Hbf-Vorderseiten-Nähe	_	*[7]
2-17	247-250	und	_	*[7]
2-18	251-257	zurück	_	*[7]
2-19	257-258	,	_	_
2-20	259-263	gibt	_	_
2-21	264-266	es	_	_
2-22	267-271	nach	_	_
2-23	272-275	der	_	_
2-24	276-283	starken	_	_
2-25	284-298	Gefällestrecke	_	_
2-26	299-302	aus	_	*[8]
2-27	303-311	Richtung	_	*[8]
2-28	312-321	Stadthaus	_	*[8]
2-29	322-326	eine	_	_
2-30	327-335	stärkere	_	_
2-31	336-341	Kurve	_	_
2-32	341-342	,	_	_
2-33	343-348	siehe	_	_
2-34	349-354	https	_	_
2-35	354-355	:	_	_
2-36	355-356	/	_	_
2-37	356-357	/	_	_
2-38	357-363	goo.gl	_	_
2-39	363-364	/	_	_
2-40	364-370	zozYXt	_	_
2-41	371-372	(	_	_
2-42	372-398	Google-Maps-Satellitenbild	_	_
2-43	399-402	von	_	_
2-44	403-407	oben	_	_
2-45	407-408	)	_	_
			_	
#Text=Autos sind in der Kurve gefällebedingt immer viel zu schnell, so dass die hier in der Fahrradstraße legal entgegen kommenden Radfahrer immer in Gefahrensituationen kommen.				
3-1	409-414	Autos	_	_
3-2	415-419	sind	_	_
3-3	420-422	in	_	_
3-4	423-426	der	_	_
3-5	427-432	Kurve	_	_
3-6	433-447	gefällebedingt	_	_
3-7	448-453	immer	_	_
3-8	454-458	viel	_	_
3-9	459-461	zu	_	_
3-10	462-469	schnell	_	_
3-11	469-470	,	_	_
3-12	471-473	so	_	_
3-13	474-478	dass	_	_
3-14	479-482	die	_	_
3-15	483-487	hier	_	_
3-16	488-490	in	_	_
3-17	491-494	der	_	_
3-18	495-508	Fahrradstraße	_	_
3-19	509-514	legal	_	_
3-20	515-523	entgegen	_	_
3-21	524-533	kommenden	_	_
3-22	534-543	Radfahrer	_	_
3-23	544-549	immer	_	_
3-24	550-552	in	_	_
3-25	553-572	Gefahrensituationen	_	_
3-26	573-579	kommen	_	_
3-27	579-580	.	_	_
			_	
#Text=Hier muß ein Konvexspiegel zur Verbesserung der Sichtverhältnisse installiert werden und eine Bodenschwelle zur Geschwindigkeitsreduzierung für die Autos vor der Kurve hin.				
4-1	581-585	Hier	_	_
4-2	586-589	muß	_	_
4-3	590-593	ein	_	_
4-4	594-607	Konvexspiegel	_	_
4-5	608-611	zur	_	_
4-6	612-624	Verbesserung	_	_
4-7	625-628	der	_	_
4-8	629-646	Sichtverhältnisse	_	_
4-9	647-658	installiert	_	_
4-10	659-665	werden	_	_
4-11	666-669	und	_	_
4-12	670-674	eine	_	_
4-13	675-688	Bodenschwelle	_	_
4-14	689-692	zur	_	_
4-15	693-720	Geschwindigkeitsreduzierung	_	_
4-16	721-724	für	_	_
4-17	725-728	die	_	_
4-18	729-734	Autos	_	_
4-19	735-738	vor	_	_
4-20	739-742	der	_	_
4-21	743-748	Kurve	_	_
4-22	749-752	hin	_	_
4-23	752-753	.	_	_
