#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|




#Text=Gefahrenstelle Kölnstraße Ecke Irmintrudisstraße
1-1	0-14	Gefahrenstelle	_	
1-2	15-25	Kölnstraße	*[3]	
1-3	26-30	Ecke	*[3]	
1-4	31-48	Irmintrudisstraße	*[3]	

#Text=Für das Abbiegen von der Kölnstraße aus Ri. Süden kommend in die Irmintrudisstraße sollten a) der Bordstein abgesenkt werden und b) die nach jedem Regenguss vorhandene großflächige Überschwemmung der Einmündung dringend beseitigt werden.
2-1	51-54	Für	_	
2-2	55-58	das	_	
2-3	59-67	Abbiegen	*[4]	
2-4	68-71	von	*[4]	
2-5	72-75	der	*[4]	
2-6	76-86	Kölnstraße	*[4]	
2-7	87-90	aus	*[4]	
2-8	91-93	Ri	*[4]	
2-9	93-94	.	*[4]	
2-10	95-100	Süden	*[4]	
2-11	101-108	kommend	*[4]	
2-12	109-111	in	*[4]	
2-13	112-115	die	*[4]	
2-14	116-133	Irmintrudisstraße	*[4]	
2-15	134-141	sollten	_	
2-16	142-143	a	_	
2-17	143-144	)	_	
2-18	145-148	der	_	
2-19	149-158	Bordstein	_	
2-20	159-168	abgesenkt	_	
2-21	169-175	werden	_	
2-22	176-179	und	_	
2-23	180-181	b	_	
2-24	181-182	)	_	
2-25	183-186	die	_	
2-26	187-191	nach	_	
2-27	192-197	jedem	_	
2-28	198-207	Regenguss	_	
2-29	208-218	vorhandene	_	
2-30	219-231	großflächige	_	
2-31	232-246	Überschwemmung	_	
2-32	247-250	der	_	
2-33	251-261	Einmündung	_	
2-34	262-270	dringend	_	
2-35	271-280	beseitigt	_	
2-36	281-287	werden	_	
2-37	287-288	.	_	
