#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|




#Text=Parkende Autos auf dem Fahrradschutzstreifen
1-1	0-8	Parkende	_	
1-2	9-14	Autos	_	
1-3	15-18	auf	_	
1-4	19-22	dem	_	
1-5	23-44	Fahrradschutzstreifen	_	

#Text=Hier parken entlang der gesamten Straße fast ständig Autos auf dem Fahrradschutzstreifen.
2-1	47-51	Hier	_	
2-2	52-58	parken	_	
2-3	59-66	entlang	_	
2-4	67-70	der	_	
2-5	71-79	gesamten	_	
2-6	80-86	Straße	_	
2-7	87-91	fast	_	
2-8	92-99	ständig	_	
2-9	100-105	Autos	_	
2-10	106-109	auf	_	
2-11	110-113	dem	_	
2-12	114-135	Fahrradschutzstreifen	_	
2-13	135-136	.	_	

#Text=Meine Einlassung beim städtischen Ordnungsamt vor einigen Jahren wurde so beantwortet, dass man mir mitteilte, ich könne die Falschparker ja selbst anzeigen.
3-1	137-142	Meine	_	
3-2	143-153	Einlassung	_	
3-3	154-158	beim	_	
3-4	159-170	städtischen	_	
3-5	171-182	Ordnungsamt	_	
3-6	183-186	vor	_	
3-7	187-194	einigen	_	
3-8	195-201	Jahren	_	
3-9	202-207	wurde	_	
3-10	208-210	so	_	
3-11	211-222	beantwortet	_	
3-12	222-223	,	_	
3-13	224-228	dass	_	
3-14	229-232	man	_	
3-15	233-236	mir	_	
3-16	237-246	mitteilte	_	
3-17	246-247	,	_	
3-18	248-251	ich	_	
3-19	252-257	könne	_	
3-20	258-261	die	_	
3-21	262-274	Falschparker	_	
3-22	275-277	ja	_	
3-23	278-284	selbst	_	
3-24	285-293	anzeigen	_	
3-25	293-294	.	_	

#Text=Ein entsprechendes Merkblatt für Privatanzeigen wurde der Antwort beigefügt.
4-1	295-298	Ein	_	
4-2	299-313	entsprechendes	_	
4-3	314-323	Merkblatt	_	
4-4	324-327	für	_	
4-5	328-342	Privatanzeigen	_	
4-6	343-348	wurde	_	
4-7	349-352	der	_	
4-8	353-360	Antwort	_	
4-9	361-370	beigefügt	_	
4-10	370-371	.	_	
