#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|


#FORMAT=WebAnno TSV 3.2			_	
#T_SP=webanno.custom.Typ|Name			_	
#T_SP=webanno.custom.Verortung|			_	
			_	
			_	
#Text=Radverkehrsführung vom Bröltalbahnweg auf die Siegburger Straße				
1-1	0-18	Radverkehrsführung	_	_
1-2	19-22	vom	_	*[14]
1-3	23-37	Bröltalbahnweg	_	*[14]
1-4	38-41	auf	_	*[14]
1-5	42-45	die	_	*[14]
1-6	46-56	Siegburger	_	*[14]
1-7	57-63	Straße	_	*[14]
			_	
#Text=Sachstand: Seit einiger Zeit ist das Radfahren auf der linken Seite der Siegburger Straße stadtauswärts nicht mehr erlaubt.				
2-1	66-75	Sachstand	_	_
2-2	75-76	:	_	_
2-3	77-81	Seit	_	_
2-4	82-89	einiger	_	_
2-5	90-94	Zeit	_	_
2-6	95-98	ist	_	_
2-7	99-102	das	_	_
2-8	103-112	Radfahren	_	_
2-9	113-116	auf	_	*[15]
2-10	117-120	der	_	*[15]
2-11	121-127	linken	_	*[15]
2-12	128-133	Seite	_	*[15]
2-13	134-137	der	_	*[15]
2-14	138-148	Siegburger	_	*[15]
2-15	149-155	Straße	_	*[15]
2-16	156-169	stadtauswärts	_	*[15]
2-17	170-175	nicht	_	_
2-18	176-180	mehr	_	_
2-19	181-188	erlaubt	_	_
2-20	188-189	.	_	_
			_	
#Text=Auf der Kreuzung Bröltalbahnweg/Gartenstraße/Siegburger Straße fand sich lange kein Hinweis darauf.				
3-1	190-193	Auf	_	*[16]
3-2	194-197	der	_	*[16]
3-3	198-206	Kreuzung	_	*[16]
3-4	207-221	Bröltalbahnweg	_	*[16]
3-5	221-222	/	_	*[16]
3-6	222-234	Gartenstraße	_	*[16]
3-7	234-235	/	_	*[16]
3-8	235-245	Siegburger	_	*[16]
3-9	246-252	Straße	_	*[16]
3-10	253-257	fand	_	_
3-11	258-262	sich	_	_
3-12	263-268	lange	_	_
3-13	269-273	kein	_	_
3-14	274-281	Hinweis	_	_
3-15	282-288	darauf	_	_
3-16	288-289	.	_	_
			_	
#Text=Inzwischen wurde ein Gehweg-Schild (Verkehrszeichen Nr. 239) aufgehängt.				
4-1	290-300	Inzwischen	_	_
4-2	301-306	wurde	_	_
4-3	307-310	ein	_	_
4-4	311-324	Gehweg-Schild	_	_
4-5	325-326	(	_	_
4-6	326-341	Verkehrszeichen	_	_
4-7	342-344	Nr	_	_
4-8	344-345	.	_	_
4-9	346-349	239	_	_
4-10	349-350	)	_	_
4-11	351-361	aufgehängt	_	_
4-12	361-362	.	_	_
			_	
#Text=Bewertung Ziel ist es anscheinend, dass die Radfahrer stadauswärts den Radstreifen auf der Fahrbahn benutzen sollen, zumindest bis zur Fußgängerampel an der Abzweigung am langen Graben.				
5-1	363-372	Bewertung	_	_
5-2	373-377	Ziel	_	_
5-3	378-381	ist	_	_
5-4	382-384	es	_	_
5-5	385-396	anscheinend	_	_
5-6	396-397	,	_	_
5-7	398-402	dass	_	_
5-8	403-406	die	_	_
5-9	407-416	Radfahrer	_	_
5-10	417-429	stadauswärts	_	_
5-11	430-433	den	_	_
5-12	434-445	Radstreifen	_	_
