#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|


#FORMAT=WebAnno TSV 3.2			_	
#T_SP=webanno.custom.Typ|Name			_	
#T_SP=webanno.custom.Verortung|			_	
			_	
			_	
#Text=Abfahrt von Reuterbrücke wegen Belagschäden gefährlich				
1-1	0-7	Abfahrt	_	*[11]
1-2	8-11	von	_	*[11]
1-3	12-24	Reuterbrücke	_	*[11]
1-4	25-30	wegen	_	_
1-5	31-43	Belagschäden	_	_
1-6	44-54	gefährlich	_	_
			_	
#Text=Folgende Gefahrenstelle (!) habe ich bereits am 1. August der Stadt gemeldet, ohne dass bislang eine Reaktion erfolgt ist (außer in Bearbeitung, https://anliegen.bonn.de/reports/A-11667).				
2-1	57-65	Folgende	_	_
2-2	66-80	Gefahrenstelle	_	_
2-3	81-82	(	_	_
2-4	82-83	!	_	_
2-5	83-84	)	_	_
2-6	85-89	habe	_	_
2-7	90-93	ich	_	_
2-8	94-101	bereits	_	_
2-9	102-104	am	_	_
2-10	105-106	1	_	_
2-11	106-107	.	_	_
2-12	108-114	August	_	_
2-13	115-118	der	_	_
2-14	119-124	Stadt	_	_
2-15	125-133	gemeldet	_	_
2-16	133-134	,	_	_
2-17	135-139	ohne	_	_
2-18	140-144	dass	_	_
2-19	145-152	bislang	_	_
2-20	153-157	eine	_	_
2-21	158-166	Reaktion	_	_
2-22	167-174	erfolgt	_	_
2-23	175-178	ist	_	_
2-24	179-180	(	_	_
2-25	180-185	außer	_	_
2-26	186-188	in	_	_
2-27	189-200	Bearbeitung	_	_
2-28	200-201	,	_	_
2-29	202-207	https	_	_
2-30	207-208	:	_	_
2-31	208-209	/	_	_
2-32	209-210	/	_	_
2-33	210-226	anliegen.bonn.de	_	_
2-34	226-227	/	_	_
2-35	227-234	reports	_	_
2-36	234-235	/	_	_
2-37	235-236	A	_	_
2-38	236-237	-	_	_
2-39	237-242	11667	_	_
2-40	242-243	)	_	_
2-41	243-244	.	_	_
			_	
#Text=Es kann also weiterhin ständig ein Unfall passieren.				
3-1	245-247	Es	_	_
3-2	248-252	kann	_	_
3-3	253-257	also	_	_
3-4	258-267	weiterhin	_	_
3-5	268-275	ständig	_	_
3-6	276-279	ein	_	_
3-7	280-286	Unfall	_	_
3-8	287-296	passieren	_	_
3-9	296-297	.	_	_
			_	
#Text=Konkret: Beim südseitigen Radweg gibt es bei der Abfahrt von der Reuterbrücke, Richtung Bundeskanzlerplatz, kurz vor der Einmündung der Kaiserstraße von rechts, noch im Bereich der Rampe, aber ziemlich weit unten, hinter der Brückenfuge (Fahrbahnübergang) einige Dellen im Asphalt, die aus folgenden Gründen sehr gefährlich sind:				
4-1	298-305	Konkret	_	_
4-2	305-306	:	_	_
4-3	307-311	Beim	_	_
4-4	312-323	südseitigen	_	_
4-5	324-330	Radweg	_	_
4-6	331-335	gibt	_	_
4-7	336-338	es	_	_
4-8	339-342	bei	_	*[12]
4-9	343-346	der	_	*[12]
4-10	347-354	Abfahrt	_	*[12]
4-11	355-358	von	_	*[12]
4-12	359-362	der	_	*[12]
4-13	363-375	Reuterbrücke	_	*[12]
4-14	375-376	,	_	*[12]
4-15	377-385	Richtung	_	*[12]
