#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|


#FORMAT=WebAnno TSV 3.2			_	
#T_SP=webanno.custom.Typ|Name			_	
#T_SP=webanno.custom.Verortung|			_	
			_	
			_	
#Text=Kreuzung St. Augustiner Str./Herbert-Rabius-Str.				
1-1	0-8	Kreuzung	_	*[7]
1-2	9-11	St	_	*[7]
1-3	11-12	.	_	*[7]
1-4	13-23	Augustiner	_	*[7]
1-5	24-27	Str	_	*[7]
1-6	27-28	.	_	*[7]
1-7	28-29	/	_	*[7]
1-8	29-47	Herbert-Rabius-Str	_	*[7]
1-9	47-48	.	_	*[7]
			_	
#Text=Wenn man vom Radweg Bröltalweg zur Kreuzung St. Augustiner Str./Herbert-Rabius-Str./Niederkasseler Str. fährt, kommt man über einen Zebrastreifen an die Ampel, über die es dann weiter entweder zur Niederkasseler Str. oder St. Augustiner Str. geht.				
2-1	51-55	Wenn	_	_
2-2	56-59	man	_	_
2-3	60-63	vom	_	*[8]
2-4	64-70	Radweg	_	*[8]
2-5	71-81	Bröltalweg	_	*[8]
2-6	82-85	zur	_	*[8]
2-7	86-94	Kreuzung	_	*[8]
2-8	95-97	St	_	*[8]
2-9	97-98	.	_	*[8]
2-10	99-109	Augustiner	_	*[8]
2-11	110-113	Str	_	*[8]
2-12	113-114	.	_	*[8]
2-13	114-115	/	_	*[8]
2-14	115-133	Herbert-Rabius-Str	_	*[8]
2-15	133-134	.	_	*[8]
2-16	134-135	/	_	*[8]
2-17	135-149	Niederkasseler	_	*[8]
2-18	150-153	Str	_	*[8]
2-19	153-154	.	_	*[8]
2-20	155-160	fährt	_	_
2-21	160-161	,	_	_
2-22	162-167	kommt	_	_
2-23	168-171	man	_	_
2-24	172-176	über	_	_
2-25	177-182	einen	_	_
2-26	183-196	Zebrastreifen	_	_
2-27	197-199	an	_	_
2-28	200-203	die	_	_
2-29	204-209	Ampel	_	_
2-30	209-210	,	_	_
2-31	211-215	über	_	_
2-32	216-219	die	_	_
2-33	220-222	es	_	_
2-34	223-227	dann	_	_
2-35	228-234	weiter	_	_
2-36	235-243	entweder	_	_
2-37	244-247	zur	_	*[9]
2-38	248-262	Niederkasseler	_	*[9]
2-39	263-266	Str	_	*[9]
2-40	266-267	.	_	*[9]
2-41	268-272	oder	_	*[9]
2-42	273-275	St	_	*[9]
2-43	275-276	.	_	*[9]
2-44	277-287	Augustiner	_	*[9]
2-45	288-291	Str	_	*[9]
2-46	291-292	.	_	*[9]
2-47	293-297	geht	_	_
2-48	297-298	.	_	_
			_	
#Text=Die meisten Autofahrer, die von der St. Augustiner Str. rechts in die Herbert-Rabius-Str. abbiegen, übersehen den Zebrastreifen und die Radfahrer und Fußgänger und achten nur darauf, ob von links ein Fahrzeug kommt.				
3-1	299-302	Die	_	_
3-2	303-310	meisten	_	_
3-3	311-321	Autofahrer	_	_
3-4	321-322	,	_	_
3-5	323-326	die	_	_
3-6	327-330	von	_	*[10]
3-7	331-334	der	_	*[10]
3-8	335-337	St	_	*[10]
3-9	337-338	.	_	*[10]
3-10	339-349	Augustiner	_	*[10]
3-11	350-353	Str	_	*[10]
3-12	353-354	.	_	*[10]
